t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,ux,uy,uz,joint1,joint2,joint3,joint4,gripper
0.660000,0.348101,0.013129,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005717,0.017823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.670000,0.348044,0.013307,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005801,0.017730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.680000,0.347985,0.013484,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005885,0.017636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.690000,0.347926,0.013660,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005969,0.017541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.700000,0.347866,0.013835,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006053,0.017445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.710000,0.347805,0.014009,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006137,0.017347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.720000,0.347743,0.014182,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006221,0.017248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.730000,0.347681,0.014354,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006305,0.017148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.740000,0.347617,0.014525,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006389,0.017047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.750000,0.347553,0.014695,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006472,0.016944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.760000,0.347488,0.014864,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006555,0.016840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.770000,0.347422,0.015031,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006639,0.016735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.780000,0.347355,0.015198,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006722,0.016629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.790000,0.347287,0.015364,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006805,0.016522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.347219,0.015529,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006888,0.016414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.810000,0.347150,0.015692,0.300000,0.000000,0.000000,0.000000,1.000000,-0.006971,0.016304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.820000,0.347079,0.015855,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007053,0.016193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.830000,0.347008,0.016016,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007136,0.016082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.840000,0.346937,0.016176,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007218,0.015969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.850000,0.346864,0.016336,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007300,0.015854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.860000,0.346791,0.016493,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007383,0.015739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
